ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
PPME1,ILMN_1732772,"Homo sapiens protein phosphatase methylesterase 1 (PPME1), mRNA.",,protein amino acid demethylation [goid 6482] [pmid 10318862] [evidence IDA]; aromatic compound metabolism [goid 6725] [evidence IEA],protein phosphatase inhibitor activity [goid 4864] [pmid 10318862] [evidence TAS]; hydrolase activity [goid 16787] [evidence IEA]; serine esterase activity [goid 4759] [evidence IEA]; protein phosphatase type 2A regulator activity [goid 8601] [pmid 10318862] [evidence TAS]; protein binding [goid 5515] [pmid 10318862] [evidence IDA]; carboxylic ester hydrolase activity [goid 16789] [pmid 10318862] [evidence IDA],11,73643195-73643244,11q13.4c,+,NM_016147.1,51400,PPME1,1.1013477112520889,9.15577833402745,21.0219244342645,5.331306585406215e-49,4.3185741765509128e-47,100.99462363504271
TIMP3,ILMN_1701461,"Homo sapiens TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory) (TIMP3), mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [pmid 7925969] [evidence NAS],visual perception [goid 7601] [evidence IEA]; transmembrane receptor protein tyrosine kinase signaling pathway [goid 7169] [pmid 15609325] [evidence NAS]; induction of apoptosis by extracellular signals [goid 8624] [pmid 7925969] [evidence NAS],metalloendopeptidase inhibitor activity [goid 8191] [evidence IEA]; enzyme inhibitor activity [goid 4857] [evidence IEA],22,31588368-31588417,22q12.3a,+,NM_000362.4,7078,TIMP3,-2.5716337112249033,11.04670301558374,-21.00816929881336,5.77590318144451e-49,4.659849631223458e-47,100.9146912650042
PROM2,ILMN_1761946,"Homo sapiens prominin 2 (PROM2), mRNA.",integral to membrane [goid 16021] [evidence IEA],,,2,95320692-95320741,2q11.1c,+,NM_144707.1,150696,PROM2,2.838417005503053,9.265641116833882,20.977791500721505,6.8941493078347e-49,5.539684311291433e-47,100.73807867155635
GPX3,ILMN_1726666,"Homo sapiens glutathione peroxidase 3 (plasma) (GPX3), mRNA.",soluble fraction [goid 5625] [pmid 3619451] [evidence TAS]; extracellular region [goid 5576] [pmid 3619451] [evidence TAS],response to lipid hydroperoxide [goid 6982] [evidence NR ],electron transporter activity [goid 5489] [pmid 3619451] [evidence TAS]; selenium binding [goid 8430] [evidence IEA]; oxidoreductase activity [goid 16491] [evidence IEA]; glutathione peroxidase activity [goid 4602] [pmid 3619451] [evidence TAS],5,150388662-150388711,5q33.1d,+,NM_002084.2,2878,GPX3,-2.158037611749654,12.678090721320418,-20.966169667799907,7.377327607867965e-49,5.904222831128889e-47,100.6704801220648
ARHGAP30,ILMN_1750805,"Homo sapiens Rho GTPase activating protein 30 (ARHGAP30), transcript variant 2, mRNA.",intracellular [goid 5622] [evidence IEA]; intracellular [goid 5622] [evidence IEA],signal transduction [goid 7165] [evidence IEA]; signal transduction [goid 7165] [evidence IEA],,1,159283524-159283573,1q23.3a,-,NM_181720.2,257106,ARHGAP30,-1.428308205412172,7.934728085430351,-20.944153360882087,8.387820435948607e-49,6.686195668623892e-47,100.5423753882478
FPR1,ILMN_2092118,"Homo sapiens formyl peptide receptor 1 (FPR1), mRNA.",plasma membrane [goid 5886] [pmid 10882119] [evidence TAS]; integral to membrane [goid 16021] [pmid 2161213] [evidence TAS]; endosome [goid 5768] [pmid 10823817] [evidence TAS],"nitric oxide mediated signal transduction [goid 7263] [pmid 10861041] [evidence TAS]; cell motility [goid 6928] [pmid 10882119] [evidence TAS]; G-protein signaling, coupled to cAMP nucleotide second messenger [goid 7188] [pmid 10889468] [evidence TAS]; chemotaxis [goid 6935] [pmid 10857861] [evidence TAS]; G-protein coupled receptor protein signaling pathway [goid 7186] [pmid 10823817] [evidence TAS]; inflammatory response [goid 6954] [evidence NR ]; signal transduction [goid 7165] [pmid 10820279] [evidence TAS]",N-formyl peptide receptor activity [goid 4982] [pmid 12218158] [evidence IDA]; receptor activity [goid 4872] [pmid 10857861] [evidence TAS]; rhodopsin-like receptor activity [goid 1584] [evidence IEA],19,56941267-56941316,19q13.33e,-,NM_002029.3,2357,FPR1,-3.2131605465377655,8.420781396206376,-20.94102750846252,8.542138181488957e-49,6.782186537112342e-47,100.5241822684974
STXBP6,ILMN_1750912,"Homo sapiens syntaxin binding protein 6 (amisyn) (STXBP6), mRNA.",integral to membrane [goid 16021] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],vesicle-mediated transport [goid 16192] [evidence IEA]; vesicle-mediated transport [goid 16192] [evidence IEA],,14,24395050-24395099,14q12a,-,NM_014178.6,29091,STXBP6,-2.8292322430082733,7.452877286936421,-20.938355983639234,8.676283110770133e-49,6.861465315426436e-47,100.50863245722438
CCL23,ILMN_1686109,"Homo sapiens chemokine (C-C motif) ligand 23 (CCL23), transcript variant CKbeta8-1, mRNA.",extracellular region [goid 5576] [evidence IEA]; extracellular space [goid 5615] [evidence IEA]; extracellular region [goid 5576] [evidence IEA]; extracellular space [goid 5615] [evidence IEA],cell-cell signaling [goid 7267] [pmid 9104803] [evidence TAS]; negative regulation of cell proliferation [goid 8285] [pmid 9104803] [evidence TAS]; chemotaxis [goid 6935] [pmid 9104803] [evidence TAS]; calcium ion homeostasis [goid 6874] [pmid 9886417] [evidence TAS]; G-protein coupled receptor protein signaling pathway [goid 7186] [pmid 9886417] [evidence TAS]; signal transduction [goid 7165] [pmid 9886417] [evidence NAS]; inflammatory response [goid 6954] [pmid 9104803] [evidence TAS]; cell-cell signaling [goid 7267] [pmid 9104803] [evidence TAS]; negative regulation of cell proliferation [goid 8285] [pmid 9104803] [evidence TAS]; chemotaxis [goid 6935] [pmid 9104803] [evidence TAS]; calcium ion homeostasis [goid 6874] [pmid 9886417] [evidence TAS]; G-protein coupled receptor protein signaling pathway [goid 7186] [pmid 9886417] [evidence TAS]; signal transduction [goid 7165] [pmid 9886417] [evidence NAS]; inflammatory response [goid 6954] [pmid 9104803] [evidence TAS],heparin binding [goid 8201] [evidence IEA]; chemokine activity [goid 8009] [pmid 9886417] [evidence TAS]; heparin binding [goid 8201] [evidence IEA]; chemokine activity [goid 8009] [pmid 9886417] [evidence TAS],17,31364298-31364347,17q12b,-,NM_005064.3,6368,CCL23,-2.3760329960029507,7.803779043855575,-20.930467707226654,9.084842902603737e-49,7.156280976192738e-47,100.46271291338557
PILRA,ILMN_1729915,"Homo sapiens paired immunoglobin-like type 2 receptor alpha (PILRA), transcript variant 2, mRNA.",integral to plasma membrane [goid 5887] [evidence ISS]; membrane [goid 16020] [evidence IEA]; integral to plasma membrane [goid 5887] [evidence ISS]; membrane [goid 16020] [evidence IEA],transmembrane receptor protein tyrosine kinase activation (dimerization) [goid 7171] [evidence ISS]; signal transduction [goid 7165] [pmid 10903717] [evidence IDA]; transmembrane receptor protein tyrosine kinase activation (dimerization) [goid 7171] [evidence ISS]; signal transduction [goid 7165] [pmid 10903717] [evidence IDA],receptor activity [goid 4872] [evidence IEA]; protein binding [goid 5515] [evidence ISS]; receptor activity [goid 4872] [evidence IEA]; protein binding [goid 5515] [evidence ISS],7,99835352-99835401,7q22.1c,+,NM_178272.1,29992,PILRA,-1.6911824967933207,7.73754208917656,-20.927883360507522,9.22285098715825e-49,7.220495376341002e-47,100.44766711140362
SEMA4B,ILMN_1672589,"Homo sapiens sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B (SEMA4B), transcript variant 1, mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],cell differentiation [goid 30154] [evidence IEA]; development [goid 7275] [evidence IEA]; cell differentiation [goid 30154] [evidence IEA]; development [goid 7275] [evidence IEA],receptor activity [goid 4872] [evidence IEA]; receptor activity [goid 4872] [evidence IEA],15,88573628-88573677,15q26.1b,+,NM_020210.2,10509,SEMA4B,1.0513194122072589,7.662601986177637,20.927592052310043,9.238538666249982e-49,7.220495376341002e-47,100.44597109224264
UBE2T,ILMN_1711470,"Homo sapiens ubiquitin-conjugating enzyme E2T (putative) (UBE2T), mRNA.",,ubiquitin cycle [goid 6512] [evidence IEA],ubiquitin-protein ligase activity [goid 4842] [evidence IEA]; ligase activity [goid 16874] [evidence IEA],1,200568771-200568820,1q32.1d,-,NM_014176.1,29089,UBE2T,2.2408952093090084,7.242901179364376,20.90989594497383,1.0243506035001355e-48,7.974788667249303e-47,100.34292295984352
C5AR1,ILMN_1689836,"Homo sapiens complement component 5a receptor 1 (C5AR1), mRNA.",integral to plasma membrane [goid 5887] [pmid 2007135] [evidence TAS]; plasma membrane [goid 5886] [pmid 2007135] [evidence TAS],chemotaxis [goid 6935] [pmid 10352266] [evidence TAS]; phospholipase C activation [goid 7202] [pmid 7649993] [evidence TAS]; signal transduction [goid 7165] [pmid 8702752] [evidence TAS]; G-protein coupled receptor protein signaling pathway [goid 7186] [evidence IEA]; sensory perception of chemical stimulus [goid 7606] [pmid 9590258] [evidence TAS]; cellular defense response [goid 6968] [pmid 8779720] [evidence TAS],C5a anaphylatoxin receptor activity [goid 4944] [pmid 10352266] [evidence TAS]; receptor activity [goid 4872] [evidence IEA]; rhodopsin-like receptor activity [goid 1584] [evidence IEA],19,52516830-52516879,19q13.32b,+,NM_001736.2,728,C5AR1,-2.2782399760299334,7.911687014084309,-20.881325355048993,1.2102855808441319e-48,9.364051597920187e-47,100.1764673740032
C1orf106,ILMN_1713952,"Homo sapiens chromosome 1 open reading frame 106 (C1orf106), mRNA.",,,,1,199151198-199151247,1q32.1b,+,NM_018265.1,55765,C1orf106,2.557235152434467,9.1199736191275,20.88106038522768,1.2121598180034628e-48,9.364051597920187e-47,100.17492314893903
CDGAP,ILMN_1752914,"Homo sapiens Cdc42 GTPase-activating protein (CDGAP), mRNA.",intracellular [goid 5622] [evidence IEA],signal transduction [goid 7165] [evidence IEA],,3,120618869-120618918,3q13.32b-q13.33a,+,NM_020754.1,57514,CDGAP,-1.760588829395929,7.061670329522508,-20.852644320154944,1.431039539588496e-48,1.1012399656956395e-46,100.00926518075292
PC,ILMN_1671489,"Homo sapiens pyruvate carboxylase (PC), nuclear gene encoding mitochondrial protein, transcript variant A, mRNA.",mitochondrion [goid 5739] [evidence IEA]; mitochondrion [goid 5739] [evidence IEA],metabolism [goid 8152] [evidence IEA]; lipid biosynthesis [goid 8610] [evidence IEA]; gluconeogenesis [goid 6094] [evidence IEA]; metabolism [goid 8152] [evidence IEA]; lipid biosynthesis [goid 8610] [evidence IEA]; gluconeogenesis [goid 6094] [evidence IEA],manganese ion binding [goid 30145] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; biotin binding [goid 9374] [pmid 8048912] [evidence TAS]; ATP binding [goid 5524] [pmid 8048912] [evidence TAS]; ligase activity [goid 16874] [evidence IEA]; pyruvate carboxylase activity [goid 4736] [pmid 7918683] [evidence TAS]; manganese ion binding [goid 30145] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; biotin binding [goid 9374] [pmid 8048912] [evidence TAS]; ATP binding [goid 5524] [pmid 8048912] [evidence TAS]; ligase activity [goid 16874] [evidence IEA]; pyruvate carboxylase activity [goid 4736] [pmid 7918683] [evidence TAS],11,66372712-66372761,11q13.1e-q13.1f,-,NM_000920.2,5091,PC,1.6323690075142343,6.357105500191945,20.839393130787922,1.5462686597531757e-48,1.1853541511241969e-46,99.93197966618878
GNG11,ILMN_1782419,"Homo sapiens guanine nucleotide binding protein (G protein), gamma 11 (GNG11), mRNA.",heterotrimeric G-protein complex [goid 5834] [evidence IEA],signal transduction [goid 7165] [evidence IEA]; G-protein coupled receptor protein signaling pathway [goid 7186] [evidence IEA],signal transducer activity [goid 4871] [evidence IEA],7,93389369-93389385:93389386-93389418,7q21.3a,+,NM_004126.2,2791,GNG11,-3.044043695865051,10.307800146487125,-20.819096665139142,1.7410794449559864e-48,1.329599905903793e-46,99.81356093100018
C1orf21,ILMN_1797735,"Homo sapiens chromosome 1 open reading frame 21 (C1orf21), mRNA.",,,,1,182864519-182864568,1q25.3f,+,NM_030806.3,81563,C1orf21,-2.215214272080921,7.763422099368323,-20.806131103627052,1.8782370760653326e-48,1.4288884949777633e-46,99.73788693768863
MTA3,ILMN_1768751,"Homo sapiens metastasis associated 1 family, member 3 (MTA3), mRNA.",nucleus [goid 5634] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]",zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; sequence-specific DNA binding [goid 43565] [evidence IEA]; transcription factor activity [goid 3700] [evidence IEA],2,42789546-42789595,2p21e,+,NM_020744.2,57504,MTA3,1.40343699100245,8.519047553971713,20.77915642106634,2.1993472476150954e-48,1.6664974204507064e-46,99.58038060194214
LPXN,ILMN_1742789,"Homo sapiens leupaxin (LPXN), mRNA.",cytoplasm [goid 5737] [evidence NR ],cell adhesion [goid 7155] [pmid 9565592] [evidence NAS]; signal transduction [goid 7165] [pmid 9565592] [evidence TAS]; protein complex assembly [goid 6461] [pmid 9565592] [evidence TAS],zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA],11,58051048-58051097,11q12.1c,-,NM_004811.1,9404,LPXN,-1.5233184502023747,10.558290323022954,-20.778545415867743,2.2072261916205375e-48,1.6664974204507064e-46,99.57681185932452
SDCBP,ILMN_2363586,"Homo sapiens syndecan binding protein (syntenin) (SDCBP), transcript variant 2, mRNA.",interleukin-5 receptor complex [goid 5895] [pmid 11498591] [evidence ISS]; nucleus [goid 5634] [pmid 11179419] [evidence NAS]; membrane [goid 16020] [pmid 9391086] [evidence NAS]; cytoskeleton [goid 5856] [pmid 9391086] [evidence NAS]; adherens junction [goid 5912] [pmid 11179419] [evidence NAS]; endoplasmic reticulum [goid 5783] [evidence IEA]; interleukin-5 receptor complex [goid 5895] [pmid 11498591] [evidence ISS]; nucleus [goid 5634] [pmid 11179419] [evidence NAS]; membrane [goid 16020] [pmid 9391086] [evidence NAS]; cytoskeleton [goid 5856] [pmid 9391086] [evidence NAS]; adherens junction [goid 5912] [pmid 11179419] [evidence NAS]; endoplasmic reticulum [goid 5783] [evidence IEA],"synaptic transmission [goid 7268] [pmid 9883737] [evidence NAS]; substrate-bound cell migration, cell extension [goid 6930] [pmid 12037664] [evidence NAS]; metabolism [goid 8152] [evidence IEA]; protein targeting to membrane [goid 6612] [pmid 10230395] [evidence NAS]; intracellular signaling cascade [goid 7242] [pmid 9391086] [evidence NAS]; actin cytoskeleton organization and biogenesis [goid 30036] [pmid 12037664] [evidence NAS]; synaptic transmission [goid 7268] [pmid 9883737] [evidence NAS]; substrate-bound cell migration, cell extension [goid 6930] [pmid 12037664] [evidence NAS]; metabolism [goid 8152] [evidence IEA]; protein targeting to membrane [goid 6612] [pmid 10230395] [evidence NAS]; intracellular signaling cascade [goid 7242] [pmid 9391086] [evidence NAS]; actin cytoskeleton organization and biogenesis [goid 30036] [pmid 12037664] [evidence NAS]",protein heterodimerization activity [goid 46982] [pmid 11152476] [evidence IPI]; neurexin binding [goid 42043] [pmid 11152476] [evidence ISS]; protein binding [goid 5515] [evidence IEA]; oxidoreductase activity [goid 16491] [evidence IEA]; cytoskeletal adaptor activity [goid 8093] [pmid 9391086] [evidence NAS]; interleukin-5 receptor binding [goid 5137] [pmid 11498591] [evidence ISS]; syndecan binding [goid 45545] [pmid 9391086] [evidence NAS]; protein heterodimerization activity [goid 46982] [pmid 11152476] [evidence IPI]; neurexin binding [goid 42043] [pmid 11152476] [evidence ISS]; protein binding [goid 5515] [evidence IEA]; oxidoreductase activity [goid 16491] [evidence IEA]; cytoskeletal adaptor activity [goid 8093] [pmid 9391086] [evidence NAS]; interleukin-5 receptor binding [goid 5137] [pmid 11498591] [evidence ISS]; syndecan binding [goid 45545] [pmid 9391086] [evidence NAS],8,59657151-59657200,8q12.1c,+,NM_001007067.1,6386,SDCBP,-1.8865805833485414,9.997973591659308,-20.717761465477054,3.150988663516545e-48,2.37011207442252e-46,99.22155273819425
PKNOX2,ILMN_1807689,"Homo sapiens PBX/knotted 1 homeobox 2 (PKNOX2), mRNA.",nucleus [goid 5634] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]",transcription factor activity [goid 3700] [evidence IEA],11,124808015-124808064,11q24.2b,+,NM_022062.1,63876,PKNOX2,-1.9367430639657588,6.667344063085675,-20.705634705195006,3.3830963854258114e-48,2.5351682576629078e-46,99.15062104359467
CCDC48,ILMN_1751099,"Homo sapiens coiled-coil domain containing 48 (CCDC48), mRNA.",,,,3,130241920-130241969,3q21.3c,+,NM_024768.1,79825,CCDC48,-2.0674845148502285,6.241771591403173,-20.694459950956166,3.612149338688432e-48,2.69671208837605e-46,99.08524150968104
FCGR1B,ILMN_2261600,"Homo sapiens Fc fragment of IgG, high affinity Ib, receptor (CD64) (FCGR1B), transcript variant 1, mRNA.",,,,1,120736083-120736132,,-,NM_001017986.1,2210,FCGR1B,-2.414875060120554,6.851606415913545,-20.683028290829323,3.862585432052724e-48,2.872959454442784e-46,99.01834273567016
LHFP,ILMN_1767448,"Homo sapiens lipoma HMGIC fusion partner (LHFP), mRNA.",,,,13,38815518-38815567,13q13.3e,-,NM_005780.1,10186,LHFP,-2.1140412958749515,9.341267403086068,-20.674276888111507,4.066020857107131e-48,3.013072048481462e-46,98.9671179392937
CRTAP,ILMN_1665235,"Homo sapiens cartilage associated protein (CRTAP), mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA]; extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA],,binding [goid 5488] [evidence IEA]; binding [goid 5488] [evidence IEA],3,33140904-33140953,3p22.3c,+,NM_006371.3,10491,CRTAP,-1.7852484935310091,8.404003504878917,-20.658016426368263,4.473002150872813e-48,3.292775597471368e-46,98.87191474378119
CRTAC1,ILMN_1658384,"Homo sapiens cartilage acidic protein 1 (CRTAC1), mRNA.",,,calcium ion binding [goid 5509] [evidence IEA],10,99614982-99615031,10q24.2a,-,NM_018058.4,55118,CRTAC1,-3.69384631968646,9.4332595234378,-20.6578876143961,4.476384258857517e-48,3.292775597471368e-46,98.87116043195941
CCNF,ILMN_1773119,"Homo sapiens cyclin F (CCNF), mRNA.",nucleus [goid 5634] [evidence IEA],cell division [goid 51301] [evidence IEA]; mitosis [goid 7067] [evidence IEA],,16,2448700-2448749,16p13.3d,+,NM_001761.1,899,CCNF,1.9834014781602685,7.853170740939467,20.606139135342247,6.065561482860654e-48,4.445412239892892e-46,98.56795795911877
UBE2E2,ILMN_1707475,"Homo sapiens ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast) (UBE2E2), mRNA.",,ubiquitin cycle [goid 6512] [evidence IEA],ubiquitin-protein ligase activity [goid 4842] [evidence IEA]; ligase activity [goid 16874] [evidence IEA],3,23606887-23606936,3p24.3a,+,NM_152653.1,7325,UBE2E2,-1.3332641512966994,10.168973377803098,-20.605502791284117,6.088276980493386e-48,4.4457753950989654e-46,98.56422743602374
TSPAN7,ILMN_1809291,"Homo sapiens tetraspanin 7 (TSPAN7), mRNA.",plasma membrane [goid 5886] [pmid 10617319] [evidence TAS]; integral to plasma membrane [goid 5887] [pmid 8420826] [evidence TAS]; plasma membrane [goid 5886] [pmid 10617319] [evidence TAS]; integral to plasma membrane [goid 5887] [pmid 8420826] [evidence TAS],,,X,38432497-38432546,Xp11.4e,+,NM_004615.2,7102,TSPAN7,-3.347512421983918,9.01212868456008,-20.596029540703444,6.436717143969748e-48,4.683121331510789e-46,98.50868517626503
TK1,ILMN_1806037,"Homo sapiens thymidine kinase 1, soluble (TK1), mRNA.",cytoplasm [goid 5737] [evidence NR ],"DNA replication [goid 6260] [evidence IEA]; nucleobase, nucleoside, nucleotide and nucleic acid metabolism [goid 6139] [pmid 3335503] [evidence TAS]",thymidine kinase activity [goid 4797] [pmid 3335503] [evidence TAS]; nucleotide binding [goid 166] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; kinase activity [goid 16301] [evidence IEA],17,73682074-73682123,17q25.3b,-,NM_003258.1,7083,TK1,2.526380191250616,8.281437795067717,20.594401705450025,6.498575459199959e-48,4.710996296654811e-46,98.49913994779949
PTPRM,ILMN_1744937,"Homo sapiens protein tyrosine phosphatase, receptor type, M (PTPRM), mRNA.",integral to plasma membrane [goid 5887] [pmid 1655529] [evidence TAS]; membrane [goid 16020] [evidence IEA],protein amino acid dephosphorylation [goid 6470] [pmid 10809770] [evidence TAS],transmembrane receptor protein tyrosine phosphatase activity [goid 5001] [pmid 10809770] [evidence TAS]; receptor activity [goid 4872] [evidence IEA]; hydrolase activity [goid 16787] [evidence IEA]; protein tyrosine phosphatase activity [goid 4725] [evidence IEA],18,8396361-8396410,18p11.23b-p11.23a,+,NM_002845.2,5797,PTPRM,-1.7657523138250628,9.342978058128045,-20.586004176873097,6.827290460699686e-48,4.931423376811528e-46,98.44989363287623
REM1,ILMN_1719811,"Homo sapiens RAS (RAD and GEM)-like GTP-binding 1 (REM1), mRNA.",,small GTPase mediated signal transduction [goid 7264] [evidence IEA],calmodulin binding [goid 5516] [evidence IEA]; GTP binding [goid 5525] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA],20,29536213-29536262,20q11.21b,+,NM_014012.4,28954,REM1,-2.1194510146175602,6.8868062277775826,-20.569318866191807,7.530781075368617e-48,5.4199952430206934e-46,98.35201846629911
RHBDL1,ILMN_1660864,"Homo sapiens rhomboid, veinlet-like 1 (Drosophila) (RHBDL1), mRNA.",membrane fraction [goid 5624] [pmid 9662444] [evidence TAS]; integral to plasma membrane [goid 5887] [pmid 9662444] [evidence TAS]; membrane [goid 16020] [evidence IEA],signal transduction [goid 7165] [pmid 9662444] [evidence TAS],serine-type endopeptidase activity [goid 4252] [evidence IEA]; peptidase activity [goid 8233] [evidence IEA]; calcium ion binding [goid 5509] [evidence IEA],16,668114-668163,16p13.3f,+,NM_003961.1,9028,RHBDL1,2.20678021856558,6.320847278807048,20.547238546121662,8.574844846675821e-48,6.149300920870603e-46,98.22244302764051
FCGR2A,ILMN_1666932,"Homo sapiens Fc fragment of IgG, low affinity IIa, receptor (CD32) (FCGR2A), mRNA.",plasma membrane [goid 5886] [pmid 2139735] [evidence NAS]; integral to membrane [goid 16021] [evidence IEA]; plasma membrane [goid 5886] [pmid 2139735] [evidence NAS]; integral to membrane [goid 16021] [evidence IEA],immune response [goid 6955] [evidence NR ]; immune response [goid 6955] [evidence NR ],receptor activity [goid 4872] [evidence IEA]; IgG binding [goid 19864] [evidence IEA]; receptor signaling protein activity [goid 5057] [evidence NR ]; receptor activity [goid 4872] [evidence IEA]; IgG binding [goid 19864] [evidence IEA]; receptor signaling protein activity [goid 5057] [evidence NR ],1,159755359-159755408,1q23.3a,+,NM_021642.2,2212,FCGR2A,-1.6605865680883847,8.429249878785061,-20.52361277547261,9.853447605752951e-48,7.04099213199661e-46,98.0837309469921
TFAP2A,ILMN_1733135,"Homo sapiens transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) (TFAP2A), transcript variant 1, mRNA.",nucleus [goid 5634] [pmid 8321221] [evidence TAS]; nucleus [goid 5634] [pmid 12586840] [evidence IMP],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; signal transduction [goid 7165] [evidence NR ]; transcription [goid 6350] [evidence IEA]; regulation of transcription from RNA polymerase II promoter [goid 6357] [pmid 8321221] [evidence TAS]; ectoderm development [goid 7398] [pmid 8661133] [evidence TAS]; transcription [goid 6350] [evidence IEA]; ectoderm development [goid 7398] [pmid 8661133] [evidence TAS]; regulation of transcription from RNA polymerase II promoter [goid 6357] [pmid 8321221] [evidence TAS]; regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; signal transduction [goid 7165] [evidence NR ]","RNA polymerase II transcription factor activity, enhancer binding [goid 3705] [evidence NR ]; transcription coactivator activity [goid 3713] [pmid 8321221] [evidence TAS]; protein binding [goid 5515] [pmid 10987820] [evidence IPI]; transcription factor activity [goid 3700] [evidence IEA]; transcription coactivator activity [goid 3713] [pmid 8321221] [evidence TAS]; protein dimerization activity [goid 46983] [pmid 12072434] [evidence IDA]; transcription factor activity [goid 3700] [evidence IEA]; RNA polymerase II transcription factor activity, enhancer binding [goid 3705] [evidence NR ]",6,10523193-10523204:10523205-10523242,6p24.3a,-,NM_003220.2,7020,TFAP2A,1.4374820822524779,6.586153112266254,20.514192318436066,1.0415139829867393e-47,7.415876075302022e-46,98.02840196380379
SEC22C,ILMN_1664051,"Homo sapiens SEC22 vesicle trafficking protein homolog C (S. cerevisiae) (SEC22C), transcript variant 2, mRNA.",integral to membrane [goid 16021] [pmid 9501016] [evidence TAS]; endoplasmic reticulum [goid 5783] [pmid 9501016] [evidence TAS]; integral to membrane [goid 16021] [pmid 9501016] [evidence TAS]; endoplasmic reticulum [goid 5783] [pmid 9501016] [evidence TAS],vesicle-mediated transport [goid 16192] [evidence IEA]; vesicle-mediated transport [goid 16192] [evidence IEA],,3,42574132-42574181,3p22.1a,-,NM_004206.2,9117,SEC22C,-1.4472444687072024,8.901836174745005,-20.47872474298271,1.2833831365200056e-47,9.105648863649743e-46,97.8199917251697
HOOK1,ILMN_1741406,"Homo sapiens hook homolog 1 (Drosophila) (HOOK1), mRNA.",cytoskeleton [goid 5856] [evidence IEA]; microtubule [goid 5874] [evidence IEA]; cytoplasm [goid 5737] [evidence IEA],microtubule cytoskeleton organization and biogenesis [goid 226] [evidence IEA]; spermatogenesis [goid 7283] [evidence IEA]; cell differentiation [goid 30154] [evidence IEA],microtubule binding [goid 8017] [evidence IEA],1,60111064-60111113,1p32.1c,+,NM_015888.3,51361,HOOK1,2.25909063579439,8.709731238049397,20.468347837471857,1.364278585452385e-47,9.645401391424496e-46,97.75898658077372
CBLC,ILMN_1811729,"Homo sapiens Cas-Br-M (murine) ecotropic retroviral transforming sequence c (CBLC), mRNA.",,,,19,49989338-49989378:49995478-49995486,19q13.31b,+,NM_012116.2,23624,CBLC,2.1174375902889935,6.461541699129183,20.45697576678163,1.4588220918184724e-47,1.0277504370811266e-45,97.69211552357652
FLJ46072,ILMN_1751328,"Homo sapiens FLJ46072 protein (FLJ46072), mRNA.",,,,8,144878338-144878387,8q24.3g,-,NM_198488.1,286077,FLJ46072,1.690107097351083,9.740028255412078,20.437980852124568,1.631633908856416e-47,1.1454642543297955e-45,97.58038403531899
LILRA5,ILMN_1726545,"Homo sapiens leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 (LILRA5), transcript variant 4, mRNA.",,,,19,59514620-59514669,19q13.42a,-,NM_181986.1,353514,LILRA5,-1.8341202964120544,6.926512514984351,-20.416147414246442,1.855806572295972e-47,1.2982859405069164e-45,97.45190037477367
EFNA4,ILMN_1665696,"Homo sapiens ephrin-A4 (EFNA4), transcript variant 1, mRNA.",integral to plasma membrane [goid 5887] [pmid 8660976] [evidence TAS]; membrane [goid 16020] [evidence IEA],cell-cell signaling [goid 7267] [pmid 8660976] [evidence TAS],transmembrane-ephrin receptor activity [goid 5005] [pmid 8660976] [evidence TAS]; GPI anchor binding [goid 48503] [evidence IEA],1,153308015-153308064,1q22a,+,NM_005227.2,1945,EFNA4,1.3260635694864567,7.614733711977617,20.3900137001819,2.1651515806615676e-47,1.5094199590897783e-45,97.29803283221649
